,年度,年月日,カテゴリ,節,H_team,A_team,スコア,スタジアム,K/O時刻,入場者数,インターネット中継・TV放送
1858,2014,20140419,J1,８,ガンバ大阪,大宮アルディージャ,2-1,万博,16:04,11059.0,スカパー！／スカパー！プレミアムサービス
1859,2014,20140419,J1,８,浦和レッズ,川崎フロンターレ,1-0,埼玉,17:04,35239.0,スカパー！／スカパー！プレミアムサービス
1860,2014,20140419,J1,８,ヴァンフォーレ甲府,名古屋グランパス,2-0,中銀スタ,19:04,8197.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
1861,2014,20140420,J1,８,アルビレックス新潟,サンフレッチェ広島,0-0,デンカＳ,15:04,21452.0,スカパー！／スカパー！プレミアムサービス／新潟放送
1862,2014,20140420,J2,８,北海道コンサドーレ札幌,ザスパクサツ群馬,1-0,札幌ド,13:03,8536.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌
1863,2014,20140420,J2,８,松本山雅ＦＣ,京都サンガF.C.,2-2,松本,13:03,11989.0,スカパー！／スカパー！プレミアムサービス
1864,2014,20140420,J2,８,Ｖ・ファーレン長崎,愛媛ＦＣ,2-1,長崎県立,13:03,3340.0,スカパー！／スカパー！プレミアムサービス／長崎国際テレビ
1865,2014,20140420,J2,８,カターレ富山,ジェフユナイテッド千葉,1-1,富山,13:04,5733.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ富山
1866,2014,20140420,J2,８,ＦＣ岐阜,栃木ＳＣ,1-3,長良川,13:04,5460.0,スカパー！／スカパー！プレミアムサービス／岐阜放送
1867,2014,20140420,J2,８,カマタマーレ讃岐,アビスパ福岡,1-1,丸亀,16:02,2015.0,スカパー！／スカパー！プレミアムサービス
1868,2014,20140420,J2,８,湘南ベルマーレ,大分トリニータ,4-0,ＢＭＷス,16:04,7039.0,スカパー！／スカパー！プレミアムサービス
1869,2014,20140420,J2,８,ジュビロ磐田,横浜ＦＣ,2-2,ヤマハ,16:05,9346.0,スカパー！／スカパー！プレミアムサービス
1870,2014,20140420,J2,８,モンテディオ山形,ロアッソ熊本,1-2,ＮＤスタ,17:04,5766.0,スカパー！／スカパー！プレミアムサービス
1871,2014,20140420,J2,８,水戸ホーリーホック,東京ヴェルディ,1-1,Ｋｓスタ,18:03,3359.0,スカパー！／スカパー！プレミアムサービス
1872,2014,20140420,J2,８,ファジアーノ岡山,ギラヴァンツ北九州,0-3,カンスタ,19:03,6117.0,スカパー！／スカパー！プレミアムサービス
1873,2014,20140420,J3,７,ＳＣ相模原,藤枝ＭＹＦＣ,2-1,ギオンス,13:00,3223.0,なし
1874,2014,20140420,J3,７,ＦＣ琉球,ＦＣ町田ゼルビア,1-7,沖縄市陸,13:00,856.0,なし
1875,2014,20140420,J3,７,Ｙ．Ｓ．Ｃ．Ｃ．横浜,福島ユナイテッドＦＣ,0-1,ニッパ球,13:00,998.0,なし
1876,2014,20140420,J3,７,ガイナーレ鳥取,Ｊリーグ・アンダー２２選抜,1-0,とりスタ,13:00,2545.0,なし
1877,2014,20140420,J3,７,いわてグルージャ盛岡,ＡＣ長野パルセイロ,0-0,盛岡南,13:02,1200.0,なし
1878,2014,20140420,J3,７,ツエーゲン金沢,ブラウブリッツ秋田,1-0,石川西部,13:03,1562.0,ＮＨＫ金沢／ＮＨＫ秋田
1879,2014,20140426,J1,９,柏レイソル,浦和レッズ,3-2,柏,13:03,12367.0,スカパー！／スカパー！プレミアムサービス
1880,2014,20140426,J1,９,清水エスパルス,ベガルタ仙台,1-0,アイスタ,14:03,11188.0,スカパー！／スカパー！プレミアムサービス／静岡放送
1881,2014,20140426,J1,９,横浜Ｆ・マリノス,ＦＣ東京,0-1,日産ス,14:04,26058.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
1882,2014,20140426,J1,９,徳島ヴォルティス,アルビレックス新潟,1-2,鳴門大塚,14:05,6096.0,スカパー！／スカパー！プレミアムサービス
1883,2014,20140426,J1,９,名古屋グランパス,サガン鳥栖,2-3,瑞穂陸,15:04,9065.0,スカパー！／スカパー！プレミアムサービス
1884,2014,20140426,J1,９,ヴィッセル神戸,セレッソ大阪,2-2,ノエスタ,15:04,25382.0,スカパー！／スカパー！プレミアムサービス
1885,2014,20140426,J1,９,川崎フロンターレ,ガンバ大阪,2-1,等々力,16:04,19164.0,スカパー！／スカパー！プレミアムサービス
1886,2014,20140426,J1,９,大宮アルディージャ,ヴァンフォーレ甲府,0-2,ＮＡＣＫ,17:04,9882.0,スカパー！／スカパー！プレミアムサービス／テレ玉
1887,2014,20140426,J1,９,サンフレッチェ広島,鹿島アントラーズ,0-3,Ｅスタ,19:04,16992.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
1888,2014,20140426,J2,９,栃木ＳＣ,水戸ホーリーホック,0-1,栃木グ,13:03,4069.0,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）
1889,2014,20140426,J2,９,東京ヴェルディ,ジュビロ磐田,0-1,味スタ,13:03,8170.0,スカパー！／スカパー！プレミアムサービス
1890,2014,20140426,J2,９,松本山雅ＦＣ,ＦＣ岐阜,1-0,松本,13:04,13657.0,スカパー！／スカパー！プレミアムサービス／長野朝日放送
1891,2014,20140426,J2,９,ザスパクサツ群馬,アビスパ福岡,1-2,正田スタ,13:04,2100.0,スカパー！／スカパー！プレミアムサービス
1892,2014,20140426,J2,９,横浜ＦＣ,湘南ベルマーレ,1-3,ニッパ球,14:03,6053.0,スカパー！／スカパー！プレミアムサービス
1893,2014,20140426,J2,９,京都サンガF.C.,愛媛ＦＣ,0-0,西京極,14:04,6163.0,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）
1894,2014,20140426,J2,９,ジェフユナイテッド千葉,カマタマーレ讃岐,1-1,フクアリ,16:03,6581.0,スカパー！／スカパー！プレミアムサービス
1895,2014,20140426,J2,９,大分トリニータ,カターレ富山,3-0,大銀ド,16:03,5971.0,スカパー！／スカパー！プレミアムサービス
1896,2014,20140426,J2,９,ギラヴァンツ北九州,モンテディオ山形,0-1,本城,16:03,3367.0,スカパー！／スカパー！プレミアムサービス
1897,2014,20140426,J2,９,ロアッソ熊本,Ｖ・ファーレン長崎,1-1,うまスタ,17:04,7355.0,スカパー！／スカパー！プレミアムサービス
1898,2014,20140426,J2,９,ファジアーノ岡山,北海道コンサドーレ札幌,2-0,カンスタ,19:03,6381.0,スカパー！／スカパー！プレミアムサービス
1899,2014,20140426,J3,８,ブラウブリッツ秋田,ガイナーレ鳥取,1-0,秋田球,13:00,1396.0,なし
1900,2014,20140426,J3,８,ＦＣ町田ゼルビア,Ｊリーグ・アンダー２２選抜,4-0,町田,13:00,2497.0,なし
1901,2014,20140426,J3,８,藤枝ＭＹＦＣ,Ｙ．Ｓ．Ｃ．Ｃ．横浜,1-2,藤枝サ,13:00,680.0,なし
1902,2014,20140426,J3,８,福島ユナイテッドＦＣ,ＳＣ相模原,1-2,とうスタ,14:00,1001.0,なし
1903,2014,20140426,J3,８,ＡＣ長野パルセイロ,ＦＣ琉球,1-0,佐久,15:00,1803.0,なし
1904,2014,20140426,J3,８,ツエーゲン金沢,いわてグルージャ盛岡,2-0,石川西部,15:00,1514.0,なし
1905,2014,20140429,J1,１０,ヴァンフォーレ甲府,徳島ヴォルティス,0-1,中銀スタ,13:04,8665.0,スカパー！／スカパー！プレミアムサービス
1906,2014,20140429,J1,１０,ＦＣ東京,名古屋グランパス,0-1,国立,13:04,25851.0,スカパー！／スカパー！プレミアムサービス
1907,2014,20140429,J1,１０,サガン鳥栖,サンフレッチェ広島,1-2,ベアスタ,14:00,17339.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ佐賀
1908,2014,20140429,J1,１０,アルビレックス新潟,ヴィッセル神戸,1-1,デンカＳ,14:02,23442.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ新潟／ＮＨＫ神戸
1909,2014,20140429,J1,１０,鹿島アントラーズ,清水エスパルス,2-1,カシマ,15:03,15077.0,スカパー！／スカパー！プレミアムサービス
1910,2014,20140429,J1,１０,ベガルタ仙台,川崎フロンターレ,0-0,ユアスタ,16:04,13040.0,スカパー！／スカパー！プレミアムサービス
1911,2014,20140429,J1,１０,浦和レッズ,横浜Ｆ・マリノス,1-0,埼玉,16:04,38226.0,スカパー！／スカパー！プレミアムサービス
1912,2014,20140429,J1,１０,ガンバ大阪,柏レイソル,1-2,万博,16:04,13845.0,スカパー！／スカパー！プレミアムサービス
1913,2014,20140429,J1,１０,セレッソ大阪,大宮アルディージャ,1-1,ヤンマー,19:04,19367.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
1914,2014,20140429,J2,１０,ＦＣ岐阜,ザスパクサツ群馬,1-0,長良川,13:04,3870.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ岐阜
1915,2014,20140429,J2,１０,アビスパ福岡,ギラヴァンツ北九州,0-1,レベスタ,13:04,7875.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ福岡／ＮＨＫ北九州
1916,2014,20140429,J2,１０,カマタマーレ讃岐,横浜ＦＣ,0-1,丸亀,13:04,3807.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ高松
1917,2014,20140429,J2,１０,Ｖ・ファーレン長崎,大分トリニータ,0-0,長崎県立,13:04,6121.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ長崎
1918,2014,20140429,J2,１０,愛媛ＦＣ,栃木ＳＣ,0-1,ニンスタ,14:03,2935.0,スカパー！／スカパー！プレミアムサービス／あいテレビ
1919,2014,20140429,J2,１０,カターレ富山,松本山雅ＦＣ,3-2,富山,14:04,6781.0,スカパー！／スカパー！プレミアムサービス／富山テレビ
1920,2014,20140429,J2,１０,モンテディオ山形,ファジアーノ岡山,0-2,ＮＤスタ,16:04,5283.0,スカパー！／スカパー！プレミアムサービス
1921,2014,20140429,J2,１０,ジュビロ磐田,ジェフユナイテッド千葉,2-0,ヤマハ,16:04,6108.0,スカパー！／スカパー！プレミアムサービス
1922,2014,20140429,J2,１０,北海道コンサドーレ札幌,東京ヴェルディ,0-0,札幌ド,17:03,10163.0,スカパー！／スカパー！プレミアムサービス
1923,2014,20140429,J2,１０,水戸ホーリーホック,ロアッソ熊本,0-0,Ｋｓスタ,17:03,3431.0,スカパー！／スカパー！プレミアムサービス
1924,2014,20140429,J2,１０,湘南ベルマーレ,京都サンガF.C.,3-0,ＢＭＷス,19:04,7923.0,スカパー！／スカパー！プレミアムサービス
1925,2014,20140429,J3,９,ブラウブリッツ秋田,ＡＣ長野パルセイロ,1-2,秋田球,13:00,1566.0,なし
1926,2014,20140429,J3,９,いわてグルージャ盛岡,藤枝ＭＹＦＣ,4-1,盛岡南,13:00,1004.0,なし
1927,2014,20140429,J3,９,Ｙ．Ｓ．Ｃ．Ｃ．横浜,ＦＣ琉球,1-4,ニッパ球,13:00,848.0,なし
1928,2014,20140429,J3,９,ＳＣ相模原,Ｊリーグ・アンダー２２選抜,0-1,ギオンス,13:00,4079.0,なし
1929,2014,20140429,J3,９,ガイナーレ鳥取,ＦＣ町田ゼルビア,0-1,チュスタ,13:01,3486.0,なし
1930,2014,20140429,J3,９,福島ユナイテッドＦＣ,ツエーゲン金沢,0-1,とうスタ,13:04,928.0,ＮＨＫ福島
1931,2014,20140503,J1,１１,柏レイソル,鹿島アントラーズ,1-0,柏,13:04,13650.0,スカパー！／スカパー！プレミアムサービス
1932,2014,20140503,J1,１１,横浜Ｆ・マリノス,ガンバ大阪,2-0,日産ス,14:04,35550.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合
1933,2014,20140503,J1,１１,徳島ヴォルティス,ベガルタ仙台,0-1,鳴門大塚,14:04,9686.0,スカパー！／スカパー！プレミアムサービス
1934,2014,20140503,J1,１１,川崎フロンターレ,ヴァンフォーレ甲府,2-0,等々力,15:03,18261.0,スカパー！／スカパー！プレミアムサービス
1935,2014,20140503,J1,１１,ヴィッセル神戸,サンフレッチェ広島,0-0,ノエスタ,15:04,17573.0,スカパー！／スカパー！プレミアムサービス
1936,2014,20140503,J1,１１,清水エスパルス,サガン鳥栖,0-1,アイスタ,15:04,17286.0,スカパー！／スカパー！プレミアムサービス／テレビ静岡
1937,2014,20140503,J1,１１,浦和レッズ,ＦＣ東京,1-0,埼玉,16:04,43564.0,スカパー！／スカパー！プレミアムサービス
1938,2014,20140503,J1,１１,大宮アルディージャ,アルビレックス新潟,2-2,ＮＡＣＫ,17:04,12105.0,スカパー！／スカパー！プレミアムサービス
1939,2014,20140503,J1,１１,名古屋グランパス,セレッソ大阪,1-2,豊田ス,19:04,38966.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／名古屋テレビ（録）
1940,2014,20140503,J2,１１,アビスパ福岡,大分トリニータ,1-2,レベスタ,13:03,6614.0,スカパー！／スカパー！プレミアムサービス／福岡放送（録）
1941,2014,20140503,J2,１１,松本山雅ＦＣ,愛媛ＦＣ,2-1,松本,13:03,13732.0,スカパー！／スカパー！プレミアムサービス／テレビ信州
1942,2014,20140503,J2,１１,栃木ＳＣ,北海道コンサドーレ札幌,2-1,栃木グ,13:03,5775.0,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）
1943,2014,20140503,J2,１１,ギラヴァンツ北九州,横浜ＦＣ,2-1,本城,14:03,5581.0,スカパー！／スカパー！プレミアムサービス
1944,2014,20140503,J2,１１,東京ヴェルディ,ＦＣ岐阜,0-1,国立,14:03,12115.0,スカパー！／スカパー！プレミアムサービス
1945,2014,20140503,J2,１１,モンテディオ山形,カターレ富山,1-0,ＮＤスタ,14:04,6430.0,スカパー！／スカパー！プレミアムサービス
1946,2014,20140503,J2,１１,ジェフユナイテッド千葉,ザスパクサツ群馬,3-2,フクアリ,16:03,11833.0,スカパー！／スカパー！プレミアムサービス
1947,2014,20140503,J2,１１,水戸ホーリーホック,湘南ベルマーレ,0-1,Ｋｓスタ,16:03,5504.0,スカパー！／スカパー！プレミアムサービス
1948,2014,20140503,J2,１１,ジュビロ磐田,Ｖ・ファーレン長崎,1-0,ヤマハ,16:06,9257.0,スカパー！／スカパー！プレミアムサービス
1949,2014,20140503,J2,１１,ロアッソ熊本,ファジアーノ岡山,0-0,うまスタ,17:03,7581.0,スカパー！／スカパー！プレミアムサービス
1950,2014,20140503,J2,１１,京都サンガF.C.,カマタマーレ讃岐,4-1,西京極,18:04,7340.0,スカパー！／スカパー！プレミアムサービス
1951,2014,20140504,J3,１０,Ｙ．Ｓ．Ｃ．Ｃ．横浜,ガイナーレ鳥取,0-2,ニッパ球,12:59,1247.0,なし
1952,2014,20140504,J3,１０,いわてグルージャ盛岡,ＳＣ相模原,2-3,盛岡南,13:00,1763.0,なし
1953,2014,20140504,J3,１０,藤枝ＭＹＦＣ,ツエーゲン金沢,0-0,藤枝サ,13:00,1184.0,なし
1954,2014,20140504,J3,１０,ＦＣ町田ゼルビア,ブラウブリッツ秋田,4-1,町田,13:00,3554.0,なし
1955,2014,20140504,J3,１０,ＦＣ琉球,福島ユナイテッドＦＣ,1-3,沖縄市陸,15:00,935.0,なし
1956,2014,20140504,J3,１０,ＡＣ長野パルセイロ,Ｊリーグ・アンダー２２選抜,1-0,長野,15:03,8011.0,テレビ信州
1957,2014,20140506,J1,１２,ＦＣ東京,大宮アルディージャ,0-1,味スタ,13:03,23722.0,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）
1958,2014,20140506,J1,１２,ベガルタ仙台,ヴィッセル神戸,4-3,ユアスタ,13:04,12945.0,スカパー！／スカパー！プレミアムサービス
1959,2014,20140506,J1,１２,アルビレックス新潟,清水エスパルス,2-1,デンカＳ,14:04,35533.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
1960,2014,20140506,J1,１２,鹿島アントラーズ,名古屋グランパス,1-2,カシマ,15:04,15122.0,スカパー！／スカパー！プレミアムサービス
1961,2014,20140506,J1,１２,サガン鳥栖,柏レイソル,1-0,ベアスタ,15:04,14457.0,スカパー！／スカパー！プレミアムサービス
1962,2014,20140506,J1,１２,ヴァンフォーレ甲府,浦和レッズ,0-0,国立,16:04,36505.0,スカパー！／スカパー！プレミアムサービス
1963,2014,20140506,J1,１２,ガンバ大阪,徳島ヴォルティス,3-0,万博,19:04,12654.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
1964,2014,20140506,J2,１２,Ｖ・ファーレン長崎,水戸ホーリーホック,1-1,長崎県立,13:03,4478.0,スカパー！／スカパー！プレミアムサービス
